herb_id,herb_name_sinhala,herb_name_english,herb_name_latin,family,synonyms,treatment_for,parts_used_in_treatment,description,dosage,contraindications,compounds,native_distribution,conservation_status,edible_parts,medical_properties,source,source_type
SLH-0909,Piragaha,coastal creeper,Zeylandra lankensis var. minor,Acanthaceae,,dysentery; urinary tract infections; rheumatism; obesity,leaves; tender shoots; whole plant,"coastal creeper (Zeylandra lankensis var. minor), known in Sinhala as Piragaha, is a medicinal plant of the family Acanthaceae recorded in Sri Lankan traditional medicine. It is traditionally used for dysentery, urinary tract infections, rheumatism, obesity. The leaves are the most commonly used part, usually prepared as a powder. Reported properties include analgesic, galactagogue activity.","Dried leaves powder: 3-5 g with warm water, once daily. ",May enhance the effect of antidiabetic medication; monitor blood sugar; Prolonged high-dose use may cause loose stools,anthraquinones; sterols; beta-sitosterol; catechin,Central highlands,Least Concern,fruits,analgesic; galactagogue; antidiabetic,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-0910,Komugala,village bitterleaf,Serendiba littoralis var. littoralis,Moraceae,,cough; boils; heart health,roots; flowers; stem,"village bitterleaf (Serendiba littoralis var. littoralis), known in Sinhala as Komugala, is a medicinal plant of the family Moraceae recorded in Sri Lankan traditional medicine. It is traditionally used for cough, boils, heart health. The roots are the most commonly used part, usually prepared as a oil preparation. Reported properties include antibacterial, antipyretic activity.",Oil preparation of roots for external application. ,Avoid with anticoagulant medication,essential oils; terpenoids; polysaccharides; vanillic acid,Dry zone,Least Concern,none recorded,antibacterial; antipyretic,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-0911,Nanigoda,sacred medick,Tropicophyton aromatica var. insularis,Euphorbiaceae,,joint pain; oedema; ringworm; urinary stones,tender shoots,"sacred medick (Tropicophyton aromatica var. insularis), known in Sinhala as Nanigoda, is a medicinal plant of the family Euphorbiaceae recorded in Sri Lankan traditional medicine. It is traditionally used for joint pain, oedema, ringworm, urinary stones. The tender shoots are the most commonly used part, usually prepared as a oil preparation. Reported properties include antioxidant, anthelmintic activity.",Oil preparation of tender shoots for external application. ,May cause allergic skin reaction in sensitive individuals; Use with caution in liver disease; Avoid immediately before surgery,sterols; saponins; coumarins; ursolic acid,Home gardens island-wide,Common (cultivated),fruits,antioxidant; anthelmintic,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-0912,Kebukola,Lanka figwort,Ayurvedia hirsuta,Moraceae,Kebukola kola; lanka figwort,oedema; liver disorders; intestinal worms,stem; gum; whole plant,"Lanka figwort (Ayurvedia hirsuta), known in Sinhala as Kebukola, is a medicinal plant of the family Moraceae recorded in Sri Lankan traditional medicine. It is traditionally used for oedema, liver disorders, intestinal worms. The stem are the most commonly used part, usually prepared as a decoction. Reported properties include antipyretic, wound-healing activity.","Decoction of stem: 60 ml, twice daily after meals. ",Use with caution in chronic kidney disease; May cause gastric irritation in high doses,phenolic acids; sterols; beta-sitosterol,Island-wide,Common (cultivated),none recorded,antipyretic; wound-healing; analgesic,Traditional Ayurveda Compendium of Sri Lanka ,traditional_text
SLH-0913,Gohiriya,island sorrel,Monsoonia spinosa,Fabaceae,,diarrhoea; insomnia; diabetes; migraine,whole plant; seeds; bark,"island sorrel (Monsoonia spinosa), known in Sinhala as Gohiriya, is a medicinal plant of the family Fabaceae recorded in Sri Lankan traditional medicine. It is traditionally used for diarrhoea, insomnia, diabetes, migraine. The whole plant are the most commonly used part, usually prepared as a decoction. Reported properties include galactagogue, antioxidant activity.","Decoction of whole plant: 90 ml, once daily after meals. ",Prolonged high-dose use may cause loose stools,alkaloids; essential oils; beta-sitosterol; quercetin,Coastal areas,Common (cultivated),fruits,galactagogue; antioxidant; antispasmodic; antitussive,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-0914,Kehaliya,island sorrel,Petalodendron viridis subsp. lankana,Melastomataceae,Kehaliya kola; island sorrel,ringworm; immunity support,bark,"island sorrel (Petalodendron viridis subsp. lankana), known in Sinhala as Kehaliya, is a medicinal plant of the family Melastomataceae recorded in Sri Lankan traditional medicine. It is traditionally used for ringworm, immunity support. The bark are the most commonly used part, usually prepared as a powder. Reported properties include hepatoprotective, anthelmintic activity.","Dried bark powder: 2-3 g with warm water, twice daily. ",Use with caution in chronic kidney disease; May cause allergic skin reaction in sensitive individuals; May enhance the effect of antidiabetic medication; monitor blood sugar,terpenoids; coumarins; vanillic acid; kaempferol,Island-wide,Least Concern,young leaves,hepatoprotective; anthelmintic; hypotensive,Traditional Ayurveda Compendium of Sri Lanka ,traditional_text
SLH-0915,Gotumala,forest ginger-lily,Ayurvedia spinosa var. major,Cucurbitaceae,Gotumala kola; forest ginger-lily,urinary stones; rheumatism; heart health,tubers; roots; gum,"forest ginger-lily (Ayurvedia spinosa var. major), known in Sinhala as Gotumala, is a medicinal plant of the family Cucurbitaceae recorded in Sri Lankan traditional medicine. It is traditionally used for urinary stones, rheumatism, heart health. The tubers are the most commonly used part, usually prepared as a oil preparation. Reported properties include antitussive, anti-inflammatory activity.",Oil preparation of tubers for external application. ,May interact with antihypertensive medication; May cause gastric irritation in high doses,saponins; alkaloids; coumarins; luteolin,Wet zone lowlands,Least Concern,fruits,antitussive; anti-inflammatory; carminative,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-0916,Dibamula,village fever-herb,Xanthozeylania aquatica var. littoralis,Zingiberaceae,,kidney health; high cholesterol,tubers; roots; latex,"village fever-herb (Xanthozeylania aquatica var. littoralis), known in Sinhala as Dibamula, is a medicinal plant of the family Zingiberaceae recorded in Sri Lankan traditional medicine. It is traditionally used for kidney health, high cholesterol. The tubers are the most commonly used part, usually prepared as a porridge (kola kanda). Reported properties include antipyretic, expectorant activity.","Herbal porridge (kola kanda) prepared with fresh tubers, consumed as breakfast 2-3 times weekly. ",May enhance the effect of antidiabetic medication; monitor blood sugar; May cause allergic skin reaction in sensitive individuals,saponins; tannins; coumarins; vanillic acid,Uva region,Near Threatened,none recorded,antipyretic; expectorant; laxative; antibacterial,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-0917,Babutana,dry-zone nightflower,Pseudomedix aquatica var. montana,Solanaceae,,bronchitis; general debility; intestinal worms; arthritis,latex,"dry-zone nightflower (Pseudomedix aquatica var. montana), known in Sinhala as Babutana, is a medicinal plant of the family Solanaceae recorded in Sri Lankan traditional medicine. It is traditionally used for bronchitis, general debility, intestinal worms, arthritis. The latex are the most commonly used part, usually prepared as a porridge (kola kanda). Reported properties include wound-healing, antifungal activity.","Herbal porridge (kola kanda) prepared with fresh latex, consumed as breakfast 2-3 times weekly. ",May cause allergic skin reaction in sensitive individuals; Use with caution in chronic kidney disease,tannins; essential oils; coumarins; oleanolic acid; quercetin,Sinharaja periphery,Least Concern,none recorded,wound-healing; antifungal; anti-inflammatory,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-0918,Pitagala,Ceylon bitterleaf,Sinhaflora spinosa var. minor,Acanthaceae,Pitagala kola; ceylon bitterleaf,hypertension; lactation support,seeds; gum; rhizome,"Ceylon bitterleaf (Sinhaflora spinosa var. minor), known in Sinhala as Pitagala, is a medicinal plant of the family Acanthaceae recorded in Sri Lankan traditional medicine. It is traditionally used for hypertension, lactation support. The seeds are the most commonly used part, usually prepared as a powder. Reported properties include wound-healing, hypotensive activity.","Dried seeds powder: 1-2 g with warm water, once daily. ",Prolonged high-dose use may cause loose stools,anthraquinones; terpenoids; chlorogenic acid; quercetin,Knuckles range,Least Concern,leaves (as mallum),wound-healing; hypotensive; galactagogue; antioxidant,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-0919,Narauda,village betony,Vireophyllum spinosa var. insularis,Cucurbitaceae,,wound healing; bronchitis; anxiety,gum; bark; stem,"village betony (Vireophyllum spinosa var. insularis), known in Sinhala as Narauda, is a medicinal plant of the family Cucurbitaceae recorded in Sri Lankan traditional medicine. It is traditionally used for wound healing, bronchitis, anxiety. The gum are the most commonly used part, usually prepared as a capsule. Reported properties include anthelmintic, antifungal activity.",Standardised extract capsule: 250 mg twice daily. ,Use with caution while breastfeeding,lignans; coumarins; oleanolic acid,Sabaragamuwa region,Least Concern,none recorded,anthelmintic; antifungal; antioxidant; antibacterial,Traditional Ayurveda Compendium of Sri Lanka ,traditional_text
SLH-0920,Kogugaha,Lanka nightflower,Pseudomedix viridis,Myrtaceae,,stress; obesity; jaundice; general debility,bark,"Lanka nightflower (Pseudomedix viridis), known in Sinhala as Kogugaha, is a medicinal plant of the family Myrtaceae recorded in Sri Lankan traditional medicine. It is traditionally used for stress, obesity, jaundice, general debility. The bark are the most commonly used part, usually prepared as a decoction. Reported properties include antidiabetic, demulcent activity.","Decoction of bark: 90 ml, once daily after meals. ",May interact with antihypertensive medication,anthraquinones; iridoids; beta-sitosterol; lupeol,Sinharaja periphery,Common (cultivated),leaves (as mallum),antidiabetic; demulcent; antibacterial; expectorant,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-0921,Weraweli,lowland figwort,Viridilanka rotundifolia var. littoralis,Poaceae,,heart health; cold and flu; cough,bark; roots,"lowland figwort (Viridilanka rotundifolia var. littoralis), known in Sinhala as Weraweli, is a medicinal plant of the family Poaceae recorded in Sri Lankan traditional medicine. It is traditionally used for heart health, cold and flu, cough. The bark are the most commonly used part, usually prepared as a paste. Reported properties include antifungal, antioxidant activity.",External use only: apply paste of bark to the affected area 1-2 times daily. ,May cause allergic skin reaction in sensitive individuals,alkaloids; phenolic acids; saponins; ursolic acid; ellagic acid,Intermediate zone,Near Threatened,leaves (as mallum),antifungal; antioxidant; wound-healing; anti-inflammatory,Ethnobotanical Research Archive ,research_paper
